,eid,citedby_count,publicationName,author_names,coverDate,coverYear,category
12695,2-s2.0-84995938209,8.0,Current Molecular Pharmacology,"Rosa, José César;de Cerqueira César, Marcelo",2016-11-01,2016,1.0
12696,2-s2.0-85019955372,4.0,Journal of Molecular Catalysis B: Enzymatic,"Carli, Sibeli;Meleiro, Luana Parras;Rosa, Jose Cesar;Moraes, Luiz Alberto Beraldo;Jorge, João Atílio;Masui, Douglas Chodi;Furriel, Rosa P.M.",2016-10-17,2016,2.0
12697,2-s2.0-84983314174,5.0,Archives of insect biochemistry and physiology,"Micas, André Fernando Ditondo;Ferreira, Germano Aguiar;Laure, Helen Julie;Rosa, José Cesar;Bitondi, Márcia Maria Gentile",2016-09-01,2016,2.0
12698,2-s2.0-84966603169,14.0,Journal of Industrial Microbiology and Biotechnology,"da Silva, Ronivaldo Rodrigues;Souto, Tatiane Beltramini;de Oliveira, Tássio Brito;de Oliveira, Lilian Caroline Gonçalves;Karcher, Daniel;Juliano, Maria Aparecida;Juliano, Luiz;de Oliveira, Arthur H.C.;Rodrigues, André;Rosa, Jose C.;Cabral, Hamilton",2016-08-01,2016,2.0
12699,2-s2.0-85009809621,2.0,Sleep Science,"Lira, Fabio Santos;Esteves, Andrea Maculano;Pimentel, Gustavo Duarte;Rosa, José Cesar;Frank, Miriam Kannebley;Mariano, Melise Oliveira;Budni, Josiane;Quevedo, João;Santos, Ronaldo Vagner Dos;De Mello, Marco Túlio",2016-07-01,2016,2.0
12700,2-s2.0-84975221941,11.0,Journal of Toxicology and Environmental Health - Part A: Current Issues,"de Oliveira Souza, Vanessa Cristina;de Marco, Kátia Cristina;Laure, Hélen Julie;Rosa, José Cesar;Barbosa, Fernando",2016-06-17,2016,2.0
12701,2-s2.0-84965074845,9.0,International Journal of Molecular Sciences,"Zimbardi, Ana L.R.L.;Camargo, Priscila F.;Carli, Sibeli;Neto, Sidney Aquino;Meleiro, Luana P.;Rosa, Jose C.;De Andrade, Adalgisa R.;Jorge, João A.;Furriel, Rosa P.M.",2016-05-05,2016,2.0
12702,2-s2.0-84973247859,15.0,"Journal of Cachexia, Sarcopenia and Muscle","Neves, Rodrigo X.;Rosa-Neto, José Cesar;Yamashita, Alex S.;Matos-Neto, Emidio M.;Riccardi, Daniela M.R.;Lira, Fabio S.;Batista, Miguel L.;Seelaender, Marília",2016-05-01,2016,1.0
12703,2-s2.0-84930260413,9.0,Archives of Toxicology,"Sartim, Marco A.;Costa, Tassia R.;Laure, Helen J.;Espíndola, Milena S.;Frantz, Fabiani G.;Sorgi, Carlos A.;Cintra, Adélia C.O.;Arantes, Eliane C.;Faccioli, Lucia H.;Rosa, José C.;Sampaio, Suely V.",2016-05-01,2016,2.0
12704,2-s2.0-84960446428,5.0,Proteome Science,"Marie, Suely Kazue Nagahashi;Oba-Shinjo, Sueli Mieko;da Silva, Roseli;Gimenez, Marcela;Nunes Reis, Gisele;Tassan, Jean Pierre;Rosa, Jose Cesar;Uno, Miyuki",2016-03-11,2016,2.0
12705,2-s2.0-84962193039,11.0,PLoS ONE,"Biondo, Luana Amorim;Lima, Edson Alves;Souza, Camila Oliveira;Cruz, Maysa Mariana;Cunha, Roberta D.C.;Alons-Vale, Maria Isabel;Oyama, Lila Missae;Nascimento, Claudia M.Oller;Pimentel, Gustavo Duarte;Santos, Ronaldo V.T.Dos;Lira, Fabio Santos;Neto, José Cesar Rosa",2016-03-01,2016,2.0
12706,2-s2.0-84954398524,2.0,Current Microbiology,"Rustiguel, Cynthia Barbosa;Rosa, José Cesar;Jorge, João Atílio;de Oliveira, Arthur Henrique Cavalcanti;Guimarães, Luis Henrique Souza",2016-02-01,2016,2.0
12707,2-s2.0-84979955420,4.0,Critical Reviews in Eukaryotic Gene Expression,"Silveira, Loreana Sanches;de Moura Mello Antunes, Barbara;Luis Araujo Minari, André;Vagner Thomatieli dos Santos, Ronaldo;Rosa Neto, José Cesar;Santos Lira, Fábio",2016-01-01,2016,2.0
12708,2-s2.0-85015920748,0.0,Boletim Centro de Pesquisa de Processamento de Alimentos,"Fabrícia, Fabrícia Queiroz;Oliveira, Maria Goreti De Almeida;Costa, Neuza Maria Brunoro;Passos, Flávia Regina;Rosa, José César;Guedes, Raul Narciso Carvalho;De Oliveira, Joel Antônio",2016-01-01,2016,2.0
12709,2-s2.0-84961680257,1.0,Brazilian Dental Journal,"Lelis, Isabel Maria Porto;Molina, Gabriela F.;Souza, Cláudia;Perez, Walter B.;Laure, Helen J.;Rosa, José C.;Gerlach, Raquel Fernanda",2016-01-01,2016,2.0
12710,2-s2.0-85000842753,8.0,Photochemical and Photobiological Sciences,"Brancini, Guilherme Thomaz Pereira;Rodrigues, Gabriela Braga;Rambaldi, Mariana De Souza Lima;Izumi, Clarice;Yatsuda, Ana Patrícia;Wainwright, Mark;Rosa, José César;Braga, Gilberto Úbida Leite",2016-01-01,2016,2.0
12711,2-s2.0-84989834037,6.0,Critical Reviews in Eukaryotic Gene Expression,"Teixeira, Alexandre Abilio de S.;Lira, Fábio S.;Pimentel, Gustavo D.;Oliveira de Souza, Camila;Batatinha, Helena;Biondo, Luana A.;Yamashita, Alex S.;Lima Júnior, Edson A.;Rosa Neto, José C.",2016-01-01,2016,2.0
12712,2-s2.0-84949186549,7.0,Proteome Science,"de Souza, Adriana Pereira;Pedroso, Amanda Paula;Watanabe, Regina Lúcia Harumi;Dornellas, Ana Paula Segantine;Boldarine, Valter Tadeu;Laure, Helen Julie;do Nascimento, Claudia Maria Oller;Oyama, Lila Missae;Rosa, José Cesar;Ribeiro, Eliane Beraldi",2015-12-02,2015,2.0
12713,2-s2.0-84956872552,4.0,PLoS ONE,"Da Silva Ferrara, Taíse Fernanda;Schneider, Vanessa Karine;Kishi, Luciano Takeshi;Carmona, Adriana Karaoglanovic;Alves, Marcio Fernando Madureira;Belasque, Jose;Rosa, José César;Hunter, Wayne Brian;Henrique-Silva, Flávio;Soares-Costa, Andrea",2015-12-01,2015,2.0
12714,2-s2.0-84947715473,5.0,Protein and Peptide Letters,"Neto, Youssef A.A.Hamin;De Oliveira, Lilian C.G.;De Oliveira, Arthur H.C.;Rosa, José C.;Juliano, Maria A.;Juliano, Luiz;Rodrigues, André;Cabral, Hamilton",2015-10-01,2015,2.0
12715,2-s2.0-84943141683,16.0,PLoS Neglected Tropical Diseases,"Alves-Ferreira, Eliza V.C.;Toledo, Juliano S.;De Oliveira, Arthur H.C.;Ferreira, Tiago R.;Ruy, Patricia C.;Pinzan, Camila F.;Santos, Ramon F.;Boaventura, Viviane;Rojo, David;López-Gonzálvez, Ángelez;Rosa, Jose C.;Barbas, Coral;Barral-Netto, Manoel;Barral, Aldina;Cruz, Angela K.",2015-09-14,2015,2.0
12716,2-s2.0-84930624512,1.0,Neuroscience,"Lico, D. T.P.;Lopes, G. S.;Brusco, J.;Rosa, J. C.;Gould, R. M.;De Giorgis, J. A.;Larson, R. E.",2015-08-06,2015,2.0
12717,2-s2.0-84933042100,18.0,BMC Cancer,"Gimenez, Marcela;Marie, Suely Kazue Nagahashi;Oba-Shinjo, Sueli;Uno, Miyuki;Izumi, Clarice;Oliveira, João Bosco;Rosa, Jose Cesar",2015-06-25,2015,2.0
12718,2-s2.0-84960130491,23.0,Current Opinion in Supportive and Palliative Care,"Lira, Fábio S.;Antunes, Barbara De M.M.;Seelaender, Marília;Neto, José C.Rosa",2015-01-01,2015,2.0
12719,2-s2.0-84926664464,1.0,Mediators of Inflammation,"Seelaender, M.;Neto, J. C.Rosa;Pimentel, G. D.;Goldszmid, R. S.;Lira, F. S.",2015-01-01,2015,1.0
12720,2-s2.0-84936980628,7.0,Cellular Physiology and Biochemistry,"De Souza, Camila Oliveira;Kurauti, Mirian Ayumi;De Fatima Silva, Flaviane;De Morais, Hely;Curi, Rui;Hirabara, Sandro Massao;Rosa Neto, José Cesar;De Souza, Helenir Medri",2015-01-01,2015,2.0
12721,2-s2.0-84942984679,0.0,Cell Biochemistry and Function,"Antunes, Barbara M.M.;Lira, Fabio Santos;Pimentel, Gustavo Duarte;Neto, José Cesar Rosa;Esteves, Andrea Maculano;Oyama, Lila Missae;de Souza, Cláudio Teodoro;Gonçalves, Cinara Ludvig;Streck, Emilio Luiz;Rodrigues, Bruno;dos Santos, Ronaldo Vagner;de Mello, Marco Túlio",2015-01-01,2015,2.0
12722,2-s2.0-84921903900,11.0,Current Diabetes Reviews,"Lira, F. S.;Rosa Neto, J. C.;Antunes, B. M.M.;Fernandes, R. A.",2014-10-01,2014,2.0
12723,2-s2.0-84901713796,15.0,Journal of Biological Chemistry,"Cavalcanti, Diogo M.L.P.;Castro, Leandro M.;Neto, José C.Rosa;Seelaender, Marilia;Neves, Rodrigo X.;Oliveira, Vitor;Forti, Fábio L.;Iwai, Leo K.;Gozzo, Fabio C.;Todiras, Mihail;Schadock, Ines;Barros, Carlos C.;Bader, Michael;Ferro, Emer S.",2014-05-30,2014,1.0
12724,2-s2.0-84893184104,16.0,Lipids in Health and Disease,"Dias, Fernando Milanez;Leffa, Daniela Dimer;Daumann, Francine;De Oliveira Marques, Schérolin;Luciano, Thais F.;Possato, Jonathan Correa;De Santana, Aline Alves;Neves, Rodrigo Xavier;Rosa, José Cesar;Oyama, Lila Missae;Rodrigues, Bruno;De Andrade, Vanessa Moraes;De Souza, Cláudio Teodoro;De Lira, Fabio Santos",2014-02-04,2014,2.0
12725,2-s2.0-84922395256,5.0,Methods in Molecular Biology,"Castro-Gamero, Angel Mauricio;Izumi, Clarice;Rosa, José César",2014-01-01,2014,2.0
12726,2-s2.0-84912001238,0.0,Mediators of Inflammation,"Rosa Neto, José Cesar;Lira, Fábio Santos;Festuccia, William Tadeu",2014-01-01,2014,1.0
12727,2-s2.0-84901492062,30.0,"Applied Physiology, Nutrition and Metabolism","Lira, Fábio Santos;Neto, José Cesar Rosa;Seelaender, Marília",2014-01-01,2014,1.0
12728,2-s2.0-84905695658,10.0,Chemosphere,"Lopes, B.;Arrebola, J. P.;Serafim, A.;Company, R.;Rosa, J.;Olea, N.",2014-01-01,2014,2.0
12729,2-s2.0-84929112616,29.0,Mediators of Inflammation,"Souza, Camila O.;Teixeira, Alexandre A.S.;Lima, Edson A.;Batatinha, Helena A.P.;Gomes, Lara M.;Carvalho-Silva, Milena;Mota, Isabella T.;Streck, Emilio L.;Hirabara, Sandro M.;Neto, José C.Rosa",2014-01-01,2014,2.0
12730,2-s2.0-84901919318,14.0,Protein and Peptide Letters,"Silva, Ronivaldo Rodrigues Da;Caetano, Renato Cesar;Okamoto, Debora Nona;De Oliveira, Lilian Caroline Gon Çalves;Bertolin, Thiago Carlos;Juliano, Maria Aparecida;Juliano, Luiz;De Oliveira, Arthur H.C.;Rosa, Jose C.;Cabral, Hamilton",2014-01-01,2014,2.0
12731,2-s2.0-84912006598,8.0,Mediators of Inflammation,"Lima, Edson A.;Silveira, Loreana S.;Masi, Laureane N.;Crisma, Amanda R.;Davanso, Mariana R.;Souza, Gabriel I.G.;Santamarina, Aline B.;Moreira, Renata G.;Roque Martins, Amanda;Sousa, Luis Gustavo O.De;Hirabara, Sandro M.;Rosa Neto, Jose C.",2014-01-01,2014,2.0
12732,2-s2.0-84892978513,0.0,"Gamma Rays: Technology, Applications and Health Implications","Vieira, Renata F.F.;Nardi, Daniela T.;Nascimento, Nanci;Miranda, Antonio;Rosa, Jose C.;Nakaie, Clovis R.",2013-12-01,2013,2.0
12733,2-s2.0-84887819624,5.0,Biochimie,"Vieira, Lara F.;Magro, Angelo J.;Fernandes, Carlos A.H.;De Souza, Bibiana M.;Cavalcante, Walter L.G.;Palma, Mário S.;Rosa, José C.;Fuly, André L.;Fontes, Marcos R.M.;Gallacci, Márcia;Butzke, Diana S.;Calderon, Leonardo A.;Stábeli, Rodrigo G.;Giglio, José R.;Soares, Andreimar M.",2013-12-01,2013,2.0
12734,2-s2.0-84887024950,2.0,Mitochondrion,"Crepaldi, Carla Rossini;Vitale, Phelipe Augusto Mariano;Tesch, Andrea Cristina;Laure, Hélen Julie;Rosa, José César;De Cerqueira César, Marcelo",2013-11-01,2013,2.0
12735,2-s2.0-84884673979,6.0,Folia Microbiologica,"Silva, Jean Carlos Rodrigues;Guimarães, Luis Henrique Souza;Salgado, José Carlos Santos;Furriel, Rosa Prazeres Melo;Polizeli, Maria Lourdes T.M.;Rosa, José César;Jorge, João Atilio",2013-11-01,2013,2.0
12736,2-s2.0-84876801816,35.0,Journal of Nutritional Biochemistry,"Pimentel, Gustavo D.;Lira, Fábio S.;Rosa, José C.;Caris, Aline V.;Pinheiro, Fernanda;Ribeiro, Eliane B.;Oller do Nascimento, Cláudia M.;Oyama, Lila M.",2013-05-01,2013,2.0
12737,2-s2.0-84876887468,0.0,Biological and Pharmaceutical Bulletin,"Vieira, Renatade Freitas Fischer;Nardi, Daniela Teves;Nascimento, Nanci;Rosa, José César;Nakaie, Clovis Ryuichi",2013-04-01,2013,2.0
12738,2-s2.0-84874562238,23.0,Journal of Proteomics,"Bernardes, Carolina P.;Menaldo, Danilo L.;Camacho, Erika;Rosa, José C.;Escalante, Teresa;Rucavado, Alexandra;Lomonte, Bruno;Gutiérrez, José M.;Sampaio, Suely V.",2013-03-07,2013,2.0
12739,2-s2.0-84874548435,37.0,Mediators of Inflammation,"Cunha, Cláudio A.;Lira, Fábio S.;Rosa Neto, José C.;Pimentel, Gustavo D.;Souza, Gabriel I.H.;Da Silva, Camila Morais Gonçalves;De Souza, Cláudio T.;Ribeiro, Eliane B.;Sawaya, Alexandra Christine Helena Frankland;Oller Do Nascimento, Cláudia M.;Rodrigues, Bruno;De Oliveira Carvalho, Patrícia;Oyama, Lila M.",2013-03-07,2013,2.0
12740,2-s2.0-84898648791,1.0,Pesquisa Veterinaria Brasileira,"Crepaldi, Carla Rossini;Merighe, Giovana Krempel Fonseca;Laure, Hélen Julie;Rosa, José César;Meirelles, Flávio Vieira;César, Marcelo de Cerqueira",2013-01-01,2013,2.0
12741,2-s2.0-84867443381,0.0,Nutricion Hospitalaria,"Penatti, M. I.B.;Lira, F. S.;Katashima, C. K.;Rosa, J. C.;Pimentel, G. D.",2012-10-19,2012,2.0
12742,2-s2.0-84867297808,19.0,Journal of Biomedicine and Biotechnology,"Masi, Laureane Nunes;Martins, Amanda Roque;Neto, José César Rosa;Amaral, Cátia Lira Do;Crisma, Amanda Rabello;Vinolo, Marco Aurélio Ramirez;De Lima Júnior, Edson Alves;Hirabara, Sandro Massao;Curi, Rui",2012-10-16,2012,1.0
12743,2-s2.0-84866284773,20.0,Nutrition Journal,"Lira, Fábio S.;Rosa, Jose C.;Pimentel, Gustavo D.;Santos, Ronaldo V.;Carnier, June;Sanches, Priscila L.;De Piano, Aline;De Souza, Claudio T.;Tock, Lian;Tufik, Sergio;De Mello, Marco T.;Seelaender, Marília;Oller Do Nascimento, Claudia M.;Oyama, Lila M.;Dmaso, Ana R.",2012-09-21,2012,2.0
12744,2-s2.0-84865586799,18.0,Proteome Science,"Ramão, Anelisa;Gimenez, Marcela;Laure, Helen J.;Izumi, Clarice;Vida, Rodrigo Cesar D S;Oba-Shinjo, Sueli;Marie, Suely Kazue N;Rosa, Jose C.",2012-09-03,2012,2.0
12745,2-s2.0-84864475185,9.0,BMC Biotechnology,"Pranchevicius, Maria Cristina S.;Oliveira, Leandro L.;Rosa, José C.;Avanci, Nilton C.;Quiapim, Andréa C.;Roque-Barreira, Maria Cristina;Goldman, Maria Helena S.",2012-08-02,2012,2.0
12746,2-s2.0-84865534571,5.0,Proteomics,"Gimenez, Marcela;Marie, Suely K N;Oba-Shinjo, Sueli M.;Uno, Miyuki;da Silva, Roseli;Laure, Helen Julie;Izumi, Clarice;Otake, Andreia;Chammas, Roger;Rosa, Jose Cesar",2012-08-01,2012,2.0
12747,2-s2.0-84864036745,20.0,Journal of Toxicology and Environmental Health - Part A: Current Issues,"Serafim, A.;Company, R.;Lopes, B.;Rosa, J.;Cavaco, A.;Castela, G.;Castela, E.;Olea, N.;Bebianno, M. J.",2012-07-01,2012,2.0
12748,2-s2.0-84862337042,18.0,Journal of Nutritional Biochemistry,"Pimentel, Gustavo D.;Dornellas, Ana P.S.;Rosa, José C.;Lira, Fábio S.;Cunha, Cláudio A.;Boldarine, Valter T.;de Souza, Gabriel I.H.;Hirata, Aparecida E.;Nascimento, Cláudia M.O.;Oyama, Lila M.;Watanabe, Regina L.H.;Ribeiro, Eliane B.",2012-07-01,2012,2.0
12749,2-s2.0-84862309483,6.0,The Scientific World Journal,"Zanchi, Nelo Eidy;Almeida, Felipe Natali;Lira, Fábio Santos;Neto, José César Rosa;Nicastro, Humberto;Da Luz, Claudia Ribeiro;De Siqueira Filho, Mário Alves;Felitti, Vitor;Vainzof, Mariz;Seelaender, Marilia;Poortmans, Jacques R.;Lancha, Antonio Herbert",2012-06-21,2012,2.0
12750,2-s2.0-84861838938,79.0,Lipids in Health and Disease,"Sousa, Gabriela Td;Lira, Fábio S.;Rosa, José C.;De Oliveira, Erick P.;Oyama, Lila M.;Santos, Ronaldo V.;Pimentel, Gustavo D.",2012-06-11,2012,2.0
12751,2-s2.0-84862171016,5.0,Proteome Science,"Pedroso, Amanda P.;Watanabe, Regina L.H.;Albuquerque, Kelse T.;Telles, Mônica M.;Andrade, Maria C.C.;Perez, Juliana D.;Sakata, Maísa M.;Lima, Mariana L.;Estadella, Debora;Nascimento, Cláudia M.O.;Oyama, Lila M.;Rosa, José C.;Casarini, Dulce E.;Ribeiro, Eliane B.",2012-04-20,2012,2.0
12752,2-s2.0-84859510694,17.0,Nutrition Journal,"Pimentel, Gustavo D.;Micheletti, Thayana O.;Pace, Fernanda;Rosa, José C.;Santos, Ronaldo V.T.;Lira, Fabio S.",2012-04-12,2012,2.0
12753,2-s2.0-84861529166,0.0,Endocrinologia y Nutricion,"Pimentel, Gustavo Duarte;Rosa, José Cesar;De Lira, Fábio Santos",2012-04-01,2012,2.0
12754,2-s2.0-84856736977,41.0,Journal of Nutritional Biochemistry,"Pimentel, Gustavo D.;Lira, Fábio S.;Rosa, José C.;Oliveira, Juliana L.;Losinskas-Hachul, Ana C.;Souza, Gabriel I.H.;das Graças T. do Carmo, Maria;Santos, Ronaldo V.T.;de Mello, Marco T.;Tufik, Sérgio;Seelaender, Marília;Oyama, Lila M.;Oller do Nascimento, Cláudia M.;Watanabe, Regina H.;Ribeiro, Eliane B.;Pisani, Luciana P.",2012-03-01,2012,2.0
12755,2-s2.0-84857064439,25.0,Hormone and Metabolic Research,"Lira, F. S.;Yamashita, A. S.;Rosa, J. C.;Koyama, C. H.;Caperuto, E. C.;Batista, M. L.;Seelaender, M. C L",2012-01-20,2012,1.0
12756,2-s2.0-83055180473,8.0,Insect Biochemistry and Molecular Biology,"Fonseca, Fernando P.P.;Soares-Costa, Andrea;Ribeiro, Alberto F.;Rosa, José César;Terra, Walter R.;Henrique-Silva, Flávio",2012-01-01,2012,2.0
12757,2-s2.0-84155162521,49.0,Cytokine,"Lira, Fábio Santos;Rosa, José Cesar;Pimentel, Gustavo Duarte;Seelaender, Marília;Damaso, Ana Raimunda;Oyama, Lila Missae;Oller do Nascimento, Claudia",2012-01-01,2012,2.0
12758,2-s2.0-84855878818,15.0,European Journal of Oral Sciences,"Porto, Isabel M.;Laure, Helen J.;Tykot, Robert H.;de Sousa, Frederico B.;Rosa, Jose C.;Gerlach, Raquel F.",2011-12-01,2011,2.0
12759,2-s2.0-84855209720,21.0,Amino Acids,"Rosa Neto, J. C.;Lira, F. S.;De Mello, M. T.;Santos, Ronaldo Vagner T.",2011-11-01,2011,2.0
12760,2-s2.0-80052028690,24.0,Nutrition and Metabolism,"Lira, Fábio S.;Yamashita, Alex S.;Rosa, Jose C.;Tavares, Fábio L.;Caperuto, Erico;Carnevali, Luiz C.;Pimentel, Gustavo D.;Santos, Ronaldo V.T.;Batista, Miguel L.;Laviano, Alessandro;Rossi-Fanelli, Filippo;Seelaender, Marília",2011-08-30,2011,1.0
12761,2-s2.0-79960657283,1.0,Nutricion Hospitalaria,"Pimentel, G. D.;Lira, F. S.;Rosa, J. C.",2011-07-28,2011,2.0
12762,2-s2.0-79959376112,24.0,Toxicon,"Cologna, C. T.;Peigneur, S.;Rosa, J. C.;Selistre-de-Araujo, H. S.;Varanda, W. A.;Tytgat, J.;Arantes, E. C.",2011-07-01,2011,2.0
12763,2-s2.0-79958294005,6.0,Lipids in Health and Disease,"Rosa Neto, José C.;Lira, Fábio S.;Zanchi, Nelo E.;Oyama, Lila M.;Pimentel, Gustavo D.;Santos, Ronaldo Vt;Seelaender, Marília;Oller Do Nascimento, Cláudia M.",2011-06-15,2011,2.0
12764,2-s2.0-79952711340,20.0,Journal of Cellular Physiology,"Rosa, José C.;Lira, Fábio S.;Eguchi, Ricardo;Pimentel, Gustavo D.;Venâncio, Daniel P.;Cunha, Cláudio A.;Oyama, Lila M.;De Mello, Marco T.;Seelaender, Marília;Oller do Nascimento, Cláudia M.",2011-06-01,2011,2.0
12765,2-s2.0-79955823858,1.0,Endocrinologia y Nutricion,"Duarte Pimentel, Gustavo;Rosa, José Cesar;Lira, Fábio Santos de",2011-05-01,2011,2.0
12766,2-s2.0-79953320619,23.0,American Journal of Respiratory and Critical Care Medicine,"Spiller, Fernando;Costa, Carlotta;Souto, Fabrício O.;Vinchi, Francesca;Mestriner, Fabíola L.A.C.;Laure, Helen J.;Alves-Filho, José C.;Freitas, Andressa;Rosa, José C.;Ferreira, Sérgio H.;Altruda, Fiorella;Hirsch, Emilio;Greene, Lewis J.;Tolosano, Emanuela;Cunha, Fernando Q.",2011-04-01,2011,2.0
12767,2-s2.0-79951960413,39.0,Lipids in Health and Disease,"Lira, Fábio S.;Rosa, José C.;Cunha, Claudio A.;Ribeiro, Eliane B.;Oller Do Nascimento, Claudia;Oyama, Lila M.;Mota, Joo F.",2011-03-01,2011,2.0
12768,2-s2.0-79955445691,4.0,Memorias do Instituto Oswaldo Cruz,"da Silva, Marco Túlio A.;Ambrósio, Daniela L.;Trevelin, Caroline C.;Watanabe, Tatiana F.;Laure, Helen J.;Greene, Lewis J.;Rosa, José C.;Valentini, Sandro R.;Cicarelli, Regina MB",2011-03-01,2011,2.0
12769,2-s2.0-79951870563,10.0,Acta Biochimica et Biophysica Sinica,"Mendonça-Franqueiro, Elaine De Paula;Alves-Paiva, Raquel De Melo;Sartim, Marco Aureólio;Callejon, Daniel Roberto;Paiva, Helder Henrique;Antonucci, Gilmara Ausech;Rosa, José César;Cintra, Adélia Cristina Oliveira;Franco, João José;Arantes, Eliane Candiani;Dias-Baruffi, Marcelo;Vilela Sampaio, Suely",2011-03-01,2011,2.0
12770,2-s2.0-79951814031,37.0,Metabolism: Clinical and Experimental,"Lira, Fábio Santos;Rosa, Jose Cesar;Dos Santos, Ronaldo Vagner;Venancio, Daniel Paulino;Carnier, June;Sanches, Priscila De Lima;Do Nascimento, Claudia Maria Oller;De Piano, Aline;Tock, Lian;Tufik, Sergio;De Mello, Marco Túlio;Dâmaso, Ana R.;Oyama, Lila Missae",2011-03-01,2011,2.0
12771,2-s2.0-79951851521,48.0,Nutrition and Metabolism,"Pimentel, Gustavo D.;Rosa, José C.;Lira, Fbio S.;Zanchi, Nelo E.;Ropelle, Eduardo R.;Oyama, Lila M.;Oller Do Nascimento, Cludia M.;De Mello, Marco Tlio;Tufik, Sergio;Santos, Ronaldo Vt",2011-02-25,2011,2.0
12772,2-s2.0-80054114968,9.0,Journal of Archaeological Science,"Porto, Isabel Maria;Laure, Helen Julie;de Sousa, Frederico Barbosa;Rosa, Jose Cesar;Gerlach, Raquel Fernanda",2011-01-01,2011,2.0
12773,2-s2.0-78649918335,17.0,Hormone and Metabolic Research,"Lira, F. S.;Yamashita, A. S.;Carnevali, L. C.;Gonçalves, D. C.;Lima, W. P.;Rosa, J. C.;Caperuto, E. C.;Rosa, L. F.C.;Seelaender, M.",2010-12-14,2010,1.0
12774,2-s2.0-78649463600,9.0,Cell Biochemistry and Function,"Pozzi, Renan;Rosa, Jose C.;Eguchi, Ricardo;Oller Do Nascimento, Claudia M.;Oyama, Lila M.;Aguiar, Odair;Chaves, Marcelo D.;Ribeiro, Daniel A.",2010-12-01,2010,2.0
12775,2-s2.0-77958609388,9.0,Diabetology and Metabolic Syndrome,"Gonçalves, Daniela C.;Lira, Fabio S.;Carnevali, Luiz C.;Rosa, Jose C.;Pimentel, Gustavo D.;Seelaender, Marília",2010-11-02,2010,1.0
12776,2-s2.0-77958595463,25.0,Lipids in Health and Disease,"Rosa Neto, José C.;Lira, Fábio S.;Venancio, Daniel P.;Cunha, Claudio A.;Oyama, Lila M.;Pimentel, Gustavo D.;Tufik, Sérgio;Do Nascimento, Cludia M.Oller;Santos, Ronaldo V.T.;De Mello, Marco T.",2010-11-02,2010,2.0
12777,2-s2.0-77957259442,36.0,Lipids in Health and Disease,"Lira, Fbio S.;Rosa, José C.;Pimentel, Gustavo D.;Tarini, Victor Af;Arida, Ricardo M.;Faloppa, Flvio;Alves, Eduardo S.;Do Nascimento, Cludia O.;Oyama, Lila M.;Seelaender, Marília;De Mello, Marco T.;Santos, Ronaldo Vt",2010-10-06,2010,2.0
12778,2-s2.0-79953308134,33.0,Cytokine,"Yamashita, Alex Shimura;Lira, Fábio Santos;Rosa, José Cesar;Paulino, Ellena Christina;Brum, Patrícia Chakur;Negrão, Carlos Eduardo;dos Santos, Ronaldo Vagner;Batista, Miguel Luiz;Oller do Nascimento, Claudia;Oyama, Lila Missae;Seelaender, Marília",2010-08-20,2010,1.0
12779,2-s2.0-77955117236,48.0,Lipids in Health and Disease,"Lira, Fabio S.;Rosa, Jose C.;Pimentel, Gustavo D.;Souza, Hélio A.;Caperuto, Erico C.;Carnevali, Luiz C.;Seelaender, Marília;Damaso, Ana R.;Oyama, Lila M.;De Mello, Marco T.;Santos, Ronaldo V.",2010-08-06,2010,2.0
12780,2-s2.0-77956612623,22.0,European Journal of Applied Physiology,"Zanchi, Nelo Eidy;Lira, Fabio Santos;De Siqueira Filho, Mário Alves;Rosa, José Cesar;De Oliveira Carvalho, Carla Roberta;Seelaender, Marilia;Santos, Ronaldo Vagner T.;Lancha, Antonio Herbert",2010-08-01,2010,2.0
12781,2-s2.0-77955118438,32.0,Proteomics,"Gimenez, Marcela;De Oliveira Souza, Vanessa Cristina;Izumi, Clarice;Barbieri, Manuela R.;Chammas, Roger;Oba-Shinjo, Sueli Mieko;Uno, Miyuki;Marie, Suely Kazue Nagahashi;Rosa, José Cesar",2010-08-01,2010,2.0
12782,2-s2.0-77957321458,0.0,Arquivos Brasileiros de Cardiologia,"Lopes, Renato Delacio;Batista, Miguel Luiz;Rosa, José Cesar;De Lira, Fabio Santos;Martins, Eivor;Shimura, Alex Yamashita;Brum, Patrícia Chakur;Lancha, Antonio Herbert;Seelaender, Marília C.L.;Lopes, Antonio Carlos",2010-08-01,2010,2.0
12783,2-s2.0-77954177846,29.0,Fungal Biology,"Barros, Bruno H R;da Silva, Sérgio H.;Marques, Everaldo dos Reis;Rosa, José C.;Yatsuda, Ana Patrícia;Roberts, Donald W.;Braga, Gilberto U L",2010-07-01,2010,2.0
12784,2-s2.0-77955924981,3.0,International Journal of Peptide Research and Therapeutics,"Nardi, Daniela T.;Rosa, Jose C.;Jubilut, Guita N.;Miranda, Antonio;Nascimento, Nanci;Nakaie, Clovis R.",2010-06-01,2010,2.0
12785,2-s2.0-77953369376,31.0,Diabetology and Metabolic Syndrome,"Lira, Fabio S.;Rosa, Jose C.;Lima-Silva, Adriano E.;Souza, Hélio A.;Caperuto, Erico C.;Seelaender, Marília C.;Damaso, Ana R.;Oyama, Lila M.;Santos, Ronaldo Vt",2010-03-23,2010,2.0
